student_id,subject,quiz_score,quiz_accuracy,total_attempts,study_time_hours,average_time_per_question,completion_rate,previous_score,current_score,practice_questions,difficulty_level,time_management_score,consistency_score,timestamp
STU00221,Python,100.0,100.0,11,2.9,51.1,100.0,100.0,100.0,24,Easy,87.3,93.4,2025-10-27 05:00:00
STU00221,Data Structures,89.3,92.2,12,2.5,32.8,100.0,100.0,89.3,10,Medium,84.9,96.9,2025-10-31 07:00:00
STU00221,Algorithms,98.4,97.0,13,3.7,28.9,90.5,89.3,98.4,9,Hard,82.6,91.0,2025-11-04 06:00:00
STU00221,Database,97.5,91.1,14,2.5,26.1,94.6,98.4,97.5,25,Medium,87.1,96.8,2025-11-08 01:00:00
STU00221,Web Development,100.0,100.0,15,4.3,34.3,96.7,97.5,100.0,14,Medium,84.2,93.6,2025-11-12 06:00:00
STU00221,Python,99.6,98.2,16,4.4,36.0,97.6,100.0,99.6,20,Medium,84.6,82.6,2025-11-16 08:00:00
STU00221,Data Structures,92.9,100.0,17,3.1,36.9,100.0,99.6,92.9,9,Easy,89.2,96.5,2025-11-20 04:00:00
STU00221,Algorithms,94.6,100.0,18,3.2,38.7,99.8,92.9,94.6,10,Medium,81.9,91.3,2025-11-24 07:00:00
STU00221,Database,100.0,100.0,19,3.9,33.0,89.6,94.6,100.0,8,Easy,84.6,95.2,2025-11-28 02:00:00
STU00221,Web Development,100.0,100.0,20,2.9,25.0,99.4,100.0,100.0,10,Medium,88.8,87.6,2025-12-02 03:00:00
STU00222,Python,67.1,59.9,1,2.9,65.1,94.8,51.0,67.1,21,Hard,66.4,65.2,2025-09-20 07:00:00
STU00222,Data Structures,60.0,63.0,2,2.0,69.0,91.6,67.1,60.0,20,Easy,70.1,63.0,2025-09-24 03:00:00
STU00222,Algorithms,66.5,69.9,3,3.4,58.8,91.9,60.0,66.5,18,Easy,61.7,64.8,2025-09-28 01:00:00
STU00222,Database,70.7,71.7,4,3.3,62.1,91.2,66.5,70.7,15,Easy,64.5,68.6,2025-10-02 02:00:00
STU00222,Web Development,53.6,53.7,5,2.1,74.0,93.9,70.7,53.6,15,Medium,72.1,61.3,2025-10-06 03:00:00
STU00222,Python,72.6,74.9,6,3.5,50.6,97.5,53.6,72.6,17,Medium,69.7,66.8,2025-10-10 04:00:00
STU00222,Data Structures,75.7,73.9,7,2.5,47.5,96.4,72.6,75.7,23,Easy,62.9,65.8,2025-10-14 01:00:00
STU00222,Algorithms,78.8,76.6,8,3.7,54.8,96.8,75.7,78.8,18,Easy,52.2,68.9,2025-10-18 02:00:00
STU00222,Database,68.6,68.7,9,1.5,60.5,94.1,78.8,68.6,8,Medium,65.9,64.1,2025-10-22 04:00:00
STU00222,Web Development,57.2,60.9,10,2.2,58.4,94.8,68.6,57.2,8,Easy,70.3,68.4,2025-10-26 04:00:00
STU00222,Python,67.5,68.1,11,3.2,50.4,92.7,57.2,67.5,10,Medium,60.7,63.1,2025-10-30 08:00:00
STU00222,Data Structures,59.3,56.0,12,2.6,58.9,98.8,67.5,59.3,24,Hard,63.9,58.8,2025-11-03 05:00:00
STU00222,Algorithms,77.9,74.1,13,3.1,59.2,92.4,59.3,77.9,20,Medium,69.8,63.4,2025-11-07 08:00:00
STU00222,Database,86.4,88.2,14,3.0,56.6,99.3,77.9,86.4,11,Easy,59.7,61.6,2025-11-11 01:00:00
STU00222,Web Development,58.8,55.2,15,1.8,58.2,91.3,86.4,58.8,11,Hard,60.1,63.3,2025-11-15 07:00:00
STU00222,Python,67.2,65.0,16,3.0,67.5,99.4,58.8,67.2,13,Medium,63.1,54.3,2025-11-19 08:00:00
STU00222,Data Structures,62.5,62.6,17,3.2,53.4,98.1,67.2,62.5,17,Medium,70.4,62.4,2025-11-23 06:00:00
STU00222,Algorithms,64.2,66.5,18,3.8,52.5,96.0,62.5,64.2,14,Medium,62.1,58.7,2025-11-27 01:00:00
STU00222,Database,91.1,89.9,19,2.8,62.0,100.0,64.2,91.1,23,Easy,65.4,73.9,2025-12-01 04:00:00
STU00222,Web Development,60.1,66.5,20,3.3,50.0,97.1,91.1,60.1,20,Easy,66.4,61.3,2025-12-05 08:00:00
STU00223,Python,93.9,89.2,1,3.7,43.7,91.4,82.1,93.9,24,Easy,91.9,85.4,2025-09-11 03:00:00
STU00223,Data Structures,93.0,94.4,2,4.0,47.6,100.0,93.9,93.0,23,Hard,87.2,89.5,2025-09-15 01:00:00
STU00223,Algorithms,87.1,87.0,3,3.1,51.4,88.6,93.0,87.1,8,Medium,90.4,86.8,2025-09-19 02:00:00
STU00223,Database,92.7,95.2,4,2.2,54.9,91.9,87.1,92.7,22,Easy,97.6,85.6,2025-09-23 05:00:00
STU00223,Web Development,100.0,99.2,5,3.9,56.7,99.6,92.7,100.0,18,Medium,94.4,82.1,2025-09-27 05:00:00
STU00223,Python,91.4,96.1,6,2.1,50.0,93.7,100.0,91.4,12,Easy,87.9,80.4,2025-10-01 07:00:00
STU00223,Data Structures,96.0,95.7,7,2.4,51.1,93.8,91.4,96.0,15,Hard,93.8,87.0,2025-10-05 07:00:00
STU00223,Algorithms,87.4,91.1,8,3.3,54.3,96.3,96.0,87.4,16,Medium,94.0,79.3,2025-10-09 03:00:00
STU00223,Database,87.5,93.6,9,4.2,43.6,93.2,87.4,87.5,8,Medium,93.6,86.8,2025-10-13 02:00:00
STU00223,Web Development,88.1,86.5,10,2.5,49.8,96.8,87.5,88.1,10,Hard,89.3,86.1,2025-10-17 08:00:00
STU00223,Python,87.9,86.3,11,4.4,47.9,97.7,88.1,87.9,13,Hard,100.0,83.5,2025-10-21 06:00:00
STU00223,Data Structures,95.2,100.0,12,3.9,59.2,98.0,87.9,95.2,20,Easy,94.7,91.3,2025-10-25 07:00:00
STU00223,Algorithms,96.5,100.0,13,2.8,63.8,98.2,95.2,96.5,16,Easy,93.2,88.0,2025-10-29 06:00:00
STU00223,Database,92.9,93.0,14,2.9,46.4,97.7,96.5,92.9,20,Medium,89.4,81.0,2025-11-02 08:00:00
STU00223,Web Development,98.2,100.0,15,2.2,50.7,92.8,92.9,98.2,16,Medium,88.5,84.3,2025-11-06 02:00:00
STU00223,Python,92.8,92.2,16,2.0,49.0,100.0,98.2,92.8,10,Medium,94.2,82.7,2025-11-10 07:00:00
STU00223,Data Structures,92.0,93.4,17,3.8,42.5,100.0,92.8,92.0,14,Hard,95.3,89.0,2025-11-14 01:00:00
STU00223,Algorithms,94.9,97.9,18,3.1,61.5,92.5,92.0,94.9,16,Easy,95.5,85.1,2025-11-18 05:00:00
STU00223,Database,93.3,97.1,19,3.4,49.1,95.6,94.9,93.3,9,Medium,94.2,84.8,2025-11-22 07:00:00
STU00223,Web Development,80.2,86.6,20,3.6,54.6,88.5,93.3,80.2,12,Hard,87.0,97.8,2025-11-26 03:00:00
STU00224,Python,60.2,54.2,1,2.6,103.8,90.1,37.2,60.2,11,Medium,33.4,56.6,2025-09-08 03:00:00
STU00224,Data Structures,58.9,58.9,2,2.6,103.7,99.4,60.2,58.9,21,Easy,47.8,57.6,2025-09-12 02:00:00
STU00224,Algorithms,54.8,56.7,3,2.1,105.6,92.9,58.9,54.8,11,Easy,42.2,60.0,2025-09-16 04:00:00
STU00224,Database,51.7,50.2,4,3.4,102.5,90.0,54.8,51.7,17,Easy,48.4,56.6,2025-09-20 01:00:00
STU00224,Web Development,58.2,58.3,5,2.9,104.4,99.3,51.7,58.2,23,Medium,48.6,61.3,2025-09-24 03:00:00
STU00224,Python,59.9,56.6,6,1.8,94.1,99.9,58.2,59.9,11,Medium,39.1,59.6,2025-09-28 08:00:00
STU00224,Data Structures,63.0,65.0,7,3.7,108.0,92.9,59.9,63.0,22,Easy,43.8,55.7,2025-10-02 03:00:00
STU00224,Algorithms,53.1,51.8,8,2.6,84.5,97.4,63.0,53.1,14,Easy,37.0,61.4,2025-10-06 03:00:00
STU00224,Database,52.6,51.2,9,2.8,85.1,95.7,53.1,52.6,16,Easy,36.8,58.1,2025-10-10 05:00:00
STU00224,Web Development,63.1,61.4,10,2.0,95.5,95.3,52.6,63.1,22,Easy,37.1,54.2,2025-10-14 01:00:00
STU00224,Python,58.3,60.4,11,2.9,92.1,92.7,63.1,58.3,16,Easy,38.7,51.6,2025-10-18 05:00:00
STU00224,Data Structures,60.9,61.8,12,3.8,95.8,89.2,58.3,60.9,22,Medium,33.2,58.3,2025-10-22 05:00:00
STU00224,Algorithms,46.2,51.0,13,3.2,100.2,95.7,60.9,46.2,13,Medium,38.6,62.5,2025-10-26 02:00:00
STU00224,Database,56.9,54.6,14,3.1,76.0,98.8,46.2,56.9,16,Medium,39.7,55.1,2025-10-30 08:00:00
STU00224,Web Development,58.2,59.0,15,1.8,97.5,99.3,56.9,58.2,15,Easy,48.9,57.5,2025-11-03 03:00:00
STU00224,Python,58.9,59.2,16,1.9,91.4,89.3,58.2,58.9,8,Medium,38.2,54.6,2025-11-07 03:00:00
STU00224,Data Structures,63.0,65.5,17,3.1,104.7,95.2,58.9,63.0,16,Easy,42.5,54.7,2025-11-11 06:00:00
STU00224,Algorithms,52.0,51.5,18,1.9,98.8,91.0,63.0,52.0,8,Medium,43.1,58.8,2025-11-15 01:00:00
STU00224,Database,62.1,58.6,19,3.8,95.5,97.9,52.0,62.1,22,Medium,35.9,54.2,2025-11-19 04:00:00
STU00224,Web Development,61.7,65.8,20,3.8,97.9,100.0,62.1,61.7,15,Easy,43.3,59.5,2025-11-23 01:00:00
STU00225,Python,72.9,73.1,1,2.9,61.9,91.2,61.1,72.9,13,Easy,56.5,75.6,2025-09-17 06:00:00
STU00225,Data Structures,81.7,83.3,2,3.7,66.2,97.0,72.9,81.7,9,Easy,60.4,76.6,2025-09-21 08:00:00
STU00225,Algorithms,70.3,68.9,3,3.4,85.7,100.0,81.7,70.3,9,Hard,55.6,79.2,2025-09-25 08:00:00
STU00225,Database,88.7,85.0,4,3.2,74.0,95.3,70.3,88.7,18,Easy,51.9,73.4,2025-09-29 05:00:00
STU00225,Web Development,64.7,69.3,5,4.0,79.3,92.4,88.7,64.7,25,Medium,59.0,73.9,2025-10-03 08:00:00
STU00225,Python,87.0,88.6,6,2.0,75.6,88.3,64.7,87.0,18,Easy,51.0,67.9,2025-10-07 06:00:00
STU00225,Data Structures,73.5,75.1,7,3.7,69.1,95.0,87.0,73.5,10,Medium,53.9,74.9,2025-10-11 01:00:00
STU00225,Algorithms,82.5,81.3,8,2.4,75.6,99.5,73.5,82.5,23,Easy,56.6,78.8,2025-10-15 06:00:00
STU00225,Database,86.9,80.0,9,3.8,66.7,91.6,82.5,86.9,15,Medium,56.1,74.2,2025-10-19 05:00:00
STU00225,Web Development,74.0,73.5,10,2.4,77.5,100.0,86.9,74.0,11,Medium,61.8,81.5,2025-10-23 06:00:00
STU00225,Python,82.8,85.4,11,3.3,62.5,98.9,74.0,82.8,18,Medium,57.3,77.7,2025-10-27 07:00:00
STU00225,Data Structures,77.9,78.6,12,1.7,72.6,86.6,82.8,77.9,8,Medium,61.8,75.5,2025-10-31 02:00:00
STU00225,Algorithms,81.7,80.7,13,3.7,70.3,97.4,77.9,81.7,16,Medium,56.8,73.4,2025-11-04 07:00:00
STU00225,Database,95.4,98.1,14,2.3,65.4,90.3,81.7,95.4,24,Easy,59.1,79.5,2025-11-08 06:00:00
STU00225,Web Development,61.6,61.1,15,2.2,70.6,100.0,95.4,61.6,9,Hard,61.9,70.6,2025-11-12 05:00:00
STU00225,Python,82.8,83.7,16,1.6,76.1,94.8,61.6,82.8,9,Easy,49.8,75.1,2025-11-16 02:00:00
STU00225,Data Structures,80.6,82.2,17,2.9,62.5,91.3,82.8,80.6,14,Easy,66.6,70.9,2025-11-20 04:00:00
STU00225,Algorithms,90.2,90.7,18,3.5,65.8,100.0,80.6,90.2,15,Easy,54.1,71.7,2025-11-24 01:00:00
STU00225,Database,90.2,92.0,19,2.6,69.6,95.3,90.2,90.2,20,Easy,54.0,76.4,2025-11-28 02:00:00
STU00225,Web Development,83.5,80.4,20,4.0,59.3,90.4,90.2,83.5,8,Medium,51.8,75.0,2025-12-02 08:00:00
STU00226,Python,87.4,91.1,1,2.3,59.6,100.0,73.2,87.4,24,Medium,76.7,88.8,2025-09-15 01:00:00
STU00226,Data Structures,80.9,83.7,2,2.9,56.7,95.0,87.4,80.9,15,Medium,83.7,92.2,2025-09-19 08:00:00
STU00226,Algorithms,100.0,100.0,3,3.3,41.9,95.9,80.9,100.0,15,Easy,85.3,90.2,2025-09-23 06:00:00
STU00226,Database,90.4,87.9,4,4.1,45.9,93.1,100.0,90.4,22,Hard,81.2,91.1,2025-09-27 06:00:00
STU00226,Web Development,75.1,74.0,5,2.7,51.9,97.8,90.4,75.1,21,Hard,84.4,83.7,2025-10-01 01:00:00
STU00226,Python,95.2,97.1,6,2.9,41.4,96.4,75.1,95.2,23,Easy,86.0,92.7,2025-10-05 05:00:00
STU00226,Data Structures,79.2,82.3,7,3.7,48.1,93.4,95.2,79.2,20,Hard,87.7,92.7,2025-10-09 01:00:00
STU00226,Algorithms,82.9,87.0,8,2.1,58.8,88.1,79.2,82.9,18,Hard,81.0,96.1,2025-10-13 05:00:00
STU00226,Database,73.0,78.5,9,2.4,51.4,97.4,82.9,73.0,25,Hard,87.5,87.5,2025-10-17 04:00:00
STU00226,Web Development,87.7,92.0,10,3.1,37.7,98.8,73.0,87.7,23,Medium,81.5,92.5,2025-10-21 05:00:00
STU00226,Python,87.5,88.0,11,4.1,48.0,90.4,87.7,87.5,23,Medium,91.9,91.2,2025-10-25 06:00:00
STU00226,Data Structures,92.0,92.0,12,3.9,49.3,90.9,87.5,92.0,15,Medium,79.7,92.1,2025-10-29 07:00:00
STU00226,Algorithms,95.8,94.8,13,2.4,55.0,99.7,92.0,95.8,21,Medium,86.7,97.6,2025-11-02 04:00:00
STU00226,Database,100.0,100.0,14,3.6,33.6,97.6,95.8,100.0,18,Easy,82.2,92.0,2025-11-06 04:00:00
STU00226,Web Development,100.0,100.0,15,4.0,54.8,92.2,100.0,100.0,8,Easy,93.2,96.5,2025-11-10 03:00:00
STU00226,Python,94.2,97.7,16,4.3,50.2,96.1,100.0,94.2,15,Easy,90.2,92.7,2025-11-14 07:00:00
STU00226,Data Structures,90.6,91.9,17,4.3,56.7,94.5,94.2,90.6,15,Medium,83.7,97.4,2025-11-18 06:00:00
STU00226,Algorithms,100.0,100.0,18,2.4,49.8,89.5,90.6,100.0,22,Medium,79.7,95.8,2025-11-22 05:00:00
STU00226,Database,100.0,99.8,19,3.4,46.0,96.5,100.0,100.0,21,Medium,82.7,100.0,2025-11-26 08:00:00
STU00226,Web Development,97.2,93.3,20,3.8,46.1,97.1,100.0,97.2,11,Medium,72.5,95.3,2025-11-30 01:00:00
STU00227,Python,64.9,64.1,1,2.9,72.6,93.6,44.6,64.9,17,Hard,77.4,82.4,2025-09-07 08:00:00
STU00227,Data Structures,72.8,74.2,2,3.2,60.5,98.2,64.9,72.8,23,Medium,76.8,77.9,2025-09-11 07:00:00
STU00227,Algorithms,64.8,64.4,3,2.7,63.5,93.8,72.8,64.8,17,Easy,77.7,80.9,2025-09-15 08:00:00
STU00227,Database,68.3,68.7,4,2.5,74.2,94.1,64.8,68.3,13,Medium,71.7,82.3,2025-09-19 03:00:00
STU00227,Web Development,93.9,88.2,5,2.6,57.6,97.3,68.3,93.9,15,Easy,77.5,81.4,2025-09-23 04:00:00
STU00227,Python,64.0,70.3,6,3.5,57.6,91.9,93.9,64.0,13,Medium,72.9,81.2,2025-09-27 06:00:00
STU00227,Data Structures,88.2,83.9,7,1.5,64.1,89.7,64.0,88.2,14,Easy,71.0,77.8,2025-10-01 08:00:00
STU00227,Algorithms,74.3,72.1,8,3.2,70.4,99.6,88.2,74.3,23,Medium,78.3,78.2,2025-10-05 04:00:00
STU00227,Database,68.0,69.0,9,3.9,63.5,91.0,74.3,68.0,9,Easy,72.7,79.6,2025-10-09 01:00:00
STU00227,Web Development,80.2,78.2,10,3.5,61.6,93.3,68.0,80.2,14,Easy,66.5,80.3,2025-10-13 04:00:00
STU00227,Python,83.5,79.6,11,3.4,62.4,100.0,80.2,83.5,13,Medium,71.6,81.4,2025-10-17 06:00:00
STU00227,Data Structures,77.6,73.9,12,3.7,72.5,96.0,83.5,77.6,21,Medium,66.4,78.2,2025-10-21 07:00:00
STU00227,Algorithms,69.1,67.6,13,2.9,75.9,92.7,77.6,69.1,25,Easy,68.8,80.6,2025-10-25 04:00:00
STU00227,Database,63.2,65.3,14,3.2,61.8,98.1,69.1,63.2,10,Medium,75.5,80.6,2025-10-29 05:00:00
STU00227,Web Development,76.5,77.9,15,1.9,65.5,99.9,63.2,76.5,16,Medium,69.2,76.8,2025-11-02 05:00:00
STU00227,Python,79.5,81.7,16,2.3,54.3,99.7,76.5,79.5,17,Easy,70.5,85.3,2025-11-06 05:00:00
STU00227,Data Structures,79.5,78.5,17,3.0,59.8,98.9,79.5,79.5,9,Easy,68.8,82.2,2025-11-10 02:00:00
STU00227,Algorithms,80.4,78.2,18,2.2,47.5,100.0,79.5,80.4,12,Easy,72.9,87.2,2025-11-14 06:00:00
STU00227,Database,84.4,86.4,19,3.7,57.5,88.1,80.4,84.4,14,Easy,64.5,84.6,2025-11-18 01:00:00
STU00227,Web Development,78.0,75.9,20,2.0,73.2,91.5,84.4,78.0,22,Medium,68.9,80.8,2025-11-22 04:00:00
STU00228,Python,98.7,99.2,1,4.1,41.2,100.0,74.3,98.7,18,Easy,88.1,91.0,2025-09-11 05:00:00
STU00228,Data Structures,87.9,85.5,2,3.0,39.6,96.2,98.7,87.9,10,Medium,85.0,92.8,2025-09-15 06:00:00
STU00228,Algorithms,91.3,90.7,3,4.3,35.7,91.2,87.9,91.3,13,Easy,81.4,83.4,2025-09-19 03:00:00
STU00228,Database,93.3,100.0,4,2.8,41.4,92.0,91.3,93.3,19,Easy,91.9,94.6,2025-09-23 05:00:00
STU00228,Web Development,96.0,95.2,5,2.7,34.2,96.8,93.3,96.0,25,Medium,84.9,94.2,2025-09-27 06:00:00
STU00228,Python,94.0,95.4,6,4.3,48.1,93.8,96.0,94.0,24,Medium,84.6,92.5,2025-10-01 02:00:00
STU00228,Data Structures,92.7,89.5,7,2.1,30.0,92.5,94.0,92.7,15,Easy,90.3,91.5,2025-10-05 03:00:00
STU00228,Algorithms,85.0,86.8,8,4.4,36.3,96.4,92.7,85.0,23,Medium,77.2,94.7,2025-10-09 08:00:00
STU00228,Database,97.2,100.0,9,3.3,34.7,92.8,85.0,97.2,13,Easy,82.2,93.6,2025-10-13 05:00:00
STU00228,Web Development,96.5,100.0,10,4.5,31.1,95.3,97.2,96.5,17,Easy,81.6,88.7,2025-10-17 06:00:00
STU00228,Python,92.0,94.6,11,2.4,36.9,98.5,96.5,92.0,14,Medium,87.4,91.5,2025-10-21 04:00:00
STU00228,Data Structures,96.7,95.7,12,3.1,35.0,96.4,92.0,96.7,23,Easy,79.3,84.1,2025-10-25 05:00:00
STU00228,Algorithms,99.9,98.0,13,2.5,45.0,97.9,96.7,99.9,18,Easy,91.6,88.7,2025-10-29 08:00:00
STU00228,Database,100.0,100.0,14,2.6,43.1,99.3,99.9,100.0,25,Easy,89.6,83.8,2025-11-02 06:00:00
STU00228,Web Development,96.4,100.0,15,4.0,51.9,95.9,100.0,96.4,14,Easy,85.0,89.4,2025-11-06 03:00:00
STU00228,Python,100.0,100.0,16,2.5,38.1,94.3,96.4,100.0,25,Easy,81.8,86.9,2025-11-10 07:00:00
STU00228,Data Structures,83.2,83.4,17,3.0,28.6,86.4,100.0,83.2,13,Hard,81.9,90.1,2025-11-14 05:00:00
STU00228,Algorithms,92.1,90.3,18,4.5,40.0,96.9,83.2,92.1,11,Medium,78.7,93.6,2025-11-18 04:00:00
STU00228,Database,89.2,91.9,19,2.7,37.2,95.7,92.1,89.2,19,Medium,90.6,92.6,2025-11-22 05:00:00
STU00228,Web Development,98.7,100.0,20,4.5,31.0,92.4,89.2,98.7,25,Medium,83.5,90.6,2025-11-26 05:00:00
STU00229,Python,72.8,72.8,1,1.5,73.1,94.5,55.6,72.8,24,Easy,48.3,79.8,2025-09-14 06:00:00
STU00229,Data Structures,63.5,66.4,2,3.0,87.5,99.5,72.8,63.5,14,Medium,48.9,80.0,2025-09-18 01:00:00
STU00229,Algorithms,74.0,74.7,3,2.3,76.9,95.6,63.5,74.0,15,Medium,56.4,85.0,2025-09-22 05:00:00
STU00229,Database,72.0,71.2,4,2.3,90.4,94.8,74.0,72.0,24,Medium,54.1,82.4,2025-09-26 07:00:00
STU00229,Web Development,82.1,79.0,5,2.1,69.5,98.0,72.0,82.1,20,Medium,55.9,73.8,2025-09-30 06:00:00
STU00229,Python,68.2,67.2,6,2.1,98.2,99.7,82.1,68.2,11,Medium,58.9,80.4,2025-10-04 06:00:00
STU00229,Data Structures,70.4,72.2,7,3.8,87.6,98.3,68.2,70.4,17,Medium,53.1,78.3,2025-10-08 07:00:00
STU00229,Algorithms,80.1,81.9,8,1.7,84.0,96.2,70.4,80.1,13,Medium,51.6,72.1,2025-10-12 04:00:00
STU00229,Database,64.1,66.3,9,2.2,83.6,95.6,80.1,64.1,12,Medium,57.1,78.6,2025-10-16 08:00:00
STU00229,Web Development,79.1,80.4,10,2.3,75.2,95.7,64.1,79.1,16,Medium,57.4,76.4,2025-10-20 01:00:00
STU00229,Python,81.7,76.3,11,2.8,81.4,100.0,79.1,81.7,8,Easy,54.6,78.1,2025-10-24 08:00:00
STU00229,Data Structures,67.9,68.5,12,2.6,81.1,90.9,81.7,67.9,17,Easy,57.2,80.9,2025-10-28 05:00:00
STU00229,Algorithms,88.8,85.1,13,1.8,77.6,100.0,67.9,88.8,17,Medium,52.1,80.7,2025-11-01 03:00:00
STU00229,Database,61.3,63.1,14,2.6,88.9,99.9,88.8,61.3,15,Hard,53.6,72.0,2025-11-05 08:00:00
STU00229,Web Development,72.5,70.0,15,2.0,90.4,93.9,61.3,72.5,16,Hard,52.4,82.4,2025-11-09 06:00:00
STU00229,Python,74.2,68.6,16,1.6,83.9,99.6,72.5,74.2,18,Hard,49.4,83.2,2025-11-13 01:00:00
STU00229,Data Structures,71.7,64.8,17,1.9,73.6,94.5,74.2,71.7,12,Hard,52.8,73.9,2025-11-17 05:00:00
STU00229,Algorithms,78.8,82.9,18,2.2,88.6,94.2,71.7,78.8,16,Medium,54.7,81.6,2025-11-21 06:00:00
STU00229,Database,75.3,77.2,19,3.1,83.0,91.4,78.8,75.3,25,Easy,56.5,70.2,2025-11-25 04:00:00
STU00229,Web Development,82.9,83.0,20,3.2,84.1,99.0,75.3,82.9,8,Medium,51.5,80.3,2025-11-29 03:00:00
STU00230,Python,52.9,57.6,1,3.8,74.8,92.8,57.1,52.9,13,Hard,64.3,68.5,2025-09-05 05:00:00
STU00230,Data Structures,81.2,84.2,2,1.6,77.2,99.8,52.9,81.2,10,Easy,67.1,73.4,2025-09-09 05:00:00
STU00230,Algorithms,65.3,65.4,3,3.2,76.4,97.3,81.2,65.3,17,Medium,60.2,72.0,2025-09-13 07:00:00
STU00230,Database,75.3,75.0,4,3.3,75.5,91.0,65.3,75.3,12,Easy,75.2,65.1,2025-09-17 04:00:00
STU00230,Web Development,60.6,63.2,5,3.9,76.4,93.7,75.3,60.6,16,Medium,65.1,71.6,2025-09-21 05:00:00
STU00230,Python,63.1,62.4,6,3.7,88.1,94.5,60.6,63.1,23,Easy,69.4,61.9,2025-09-25 03:00:00
STU00230,Data Structures,63.6,67.5,7,2.0,75.1,98.0,63.1,63.6,19,Hard,64.3,64.5,2025-09-29 08:00:00
STU00230,Algorithms,67.5,66.7,8,3.8,75.6,95.0,63.6,67.5,8,Medium,70.6,62.3,2025-10-03 04:00:00
STU00230,Database,70.3,69.7,9,3.4,65.7,99.6,67.5,70.3,24,Easy,64.2,72.3,2025-10-07 08:00:00
STU00230,Web Development,59.7,61.1,10,3.6,74.1,98.6,70.3,59.7,15,Hard,62.5,68.4,2025-10-11 01:00:00
STU00230,Python,75.6,77.7,11,3.8,71.2,100.0,59.7,75.6,18,Easy,61.2,71.0,2025-10-15 08:00:00
STU00230,Data Structures,80.5,82.7,12,3.3,70.9,94.6,75.6,80.5,9,Easy,61.7,69.8,2025-10-19 03:00:00
STU00230,Algorithms,62.6,64.5,13,1.9,74.1,97.1,80.5,62.6,22,Easy,66.3,70.2,2025-10-23 08:00:00
STU00230,Database,76.3,76.0,14,2.7,70.2,87.5,62.6,76.3,8,Medium,71.2,70.1,2025-10-27 06:00:00
STU00230,Web Development,69.0,68.4,15,2.1,82.7,100.0,76.3,69.0,22,Easy,65.5,60.6,2025-10-31 05:00:00
STU00230,Python,68.0,71.7,16,1.6,68.0,85.6,69.0,68.0,20,Medium,62.6,68.8,2025-11-04 01:00:00
STU00230,Data Structures,98.8,100.0,17,2.9,77.3,99.5,68.0,98.8,8,Easy,67.7,68.4,2025-11-08 04:00:00
STU00230,Algorithms,62.9,64.0,18,1.8,71.3,98.1,98.8,62.9,8,Easy,69.8,68.3,2025-11-12 04:00:00
STU00230,Database,76.4,76.8,19,1.5,70.7,91.8,62.9,76.4,11,Easy,68.6,65.8,2025-11-16 04:00:00
STU00230,Web Development,69.0,71.3,20,1.6,71.2,90.0,76.4,69.0,24,Easy,59.6,60.7,2025-11-20 02:00:00
STU00231,Python,41.4,42.3,1,3.3,97.8,92.7,35.6,41.4,14,Medium,61.0,51.2,2025-09-20 01:00:00
STU00231,Data Structures,50.9,52.6,2,2.9,115.4,90.4,41.4,50.9,15,Medium,52.2,50.4,2025-09-24 02:00:00
STU00231,Algorithms,33.8,34.8,3,2.7,97.8,98.8,50.9,33.8,25,Hard,59.8,44.7,2025-09-28 05:00:00
STU00231,Database,64.5,63.0,4,1.7,107.6,96.9,33.8,64.5,13,Easy,49.8,56.3,2025-10-02 06:00:00
STU00231,Web Development,65.7,65.6,5,2.8,110.3,96.3,64.5,65.7,18,Easy,57.3,52.4,2025-10-06 04:00:00
STU00231,Python,49.0,55.8,6,3.8,107.7,100.0,65.7,49.0,19,Easy,63.1,57.5,2025-10-10 03:00:00
STU00231,Data Structures,56.3,57.4,7,1.9,105.3,95.9,49.0,56.3,16,Medium,60.0,53.9,2025-10-14 07:00:00
STU00231,Algorithms,50.2,51.0,8,2.6,97.1,99.0,56.3,50.2,12,Easy,55.4,53.4,2025-10-18 05:00:00
STU00231,Database,51.8,54.2,9,2.5,102.0,89.3,50.2,51.8,22,Medium,58.2,59.0,2025-10-22 01:00:00
STU00231,Web Development,67.3,62.7,10,2.8,94.2,97.2,51.8,67.3,24,Medium,55.6,52.7,2025-10-26 05:00:00
STU00231,Python,56.6,55.3,11,1.7,92.6,95.1,67.3,56.6,20,Medium,60.2,48.9,2025-10-30 01:00:00
STU00231,Data Structures,44.9,45.6,12,1.5,112.4,96.6,56.6,44.9,23,Hard,49.4,49.7,2025-11-03 02:00:00
STU00231,Algorithms,48.8,49.4,13,2.0,100.4,93.8,44.9,48.8,25,Hard,53.2,53.1,2025-11-07 04:00:00
STU00231,Database,53.8,52.5,14,3.1,103.7,100.0,48.8,53.8,13,Hard,51.7,53.7,2025-11-11 05:00:00
STU00231,Web Development,46.7,51.2,15,2.2,100.8,99.5,53.8,46.7,13,Hard,51.5,55.5,2025-11-15 03:00:00
STU00231,Python,61.7,66.1,16,2.6,103.1,91.0,46.7,61.7,8,Easy,56.4,54.6,2025-11-19 07:00:00
STU00231,Data Structures,52.0,53.6,17,1.5,100.7,93.0,61.7,52.0,23,Medium,50.0,57.1,2025-11-23 03:00:00
STU00231,Algorithms,56.5,57.9,18,3.9,91.3,89.8,52.0,56.5,14,Easy,64.0,49.8,2025-11-27 08:00:00
